Id,Year_Birth,Income
8910,1955,42586.0
7349,1973,9722.0
7872,1975,86836.0
4290,1972,30467.0
7408,1952,54549.0
9986,1982,19444.0
8235,1956,69245.0
10949,1963,72968.0
7284,1953,48686.0
9529,1990,73687.0
9930,1944,82716.0
10270,1981,35523.0
760,1975,60554.0
5519,1956,64090.0
232,1965,61559.0
3009,1962,71670.0
6518,1951,67680.0
10669,1981,54386.0
5682,1953,64108.0
1570,1951,69702.0
1497,1952,47958.0
9723,1960,67716.0
7261,1971,34600.0
2452,1971,34600.0
5621,1969,48752.0
10995,1988,15716.0
7373,1952,46610.0
5331,1977,74985.0
263,1945,45576.0
4619,1945,113734.0
940,1987,57100.0
10084,1972,24434.0
6019,1971,37126.0
1463,1958,45160.0
6424,1977,33178.0
8233,1950,64866.0
1515,1975,34176.0
10855,1968,50014.0
10909,1948,92344.0
3376,1970,55282.0
10232,1963,48799.0
5547,1982,84169.0
8362,1982,84169.0
3524,1971,39763.0
10095,1975,74165.0
8897,1965,42720.0
466,1944,65275.0
11025,1961,36443.0
2387,1952,43776.0
1618,1965,56046.0
25,1958,65148.0
3277,1955,49431.0
8566,1961,32583.0
2634,1979,16653.0
8036,1971,26850.0
8159,1968,51287.0
7628,1973,43050.0
9597,1969,73448.0
1384,1992,17256.0
10150,1961,86429.0
3885,1983,33569.0
11003,1980,25130.0
8026,1952,62998.0
577,1976,26907.0
8702,1976,26907.0
5429,1948,45579.0
977,1957,47320.0
2793,1976,70179.0
1071,1976,70179.0
5074,1986,28072.0
2632,1954,50501.0
6404,1969,58917.0
10240,1949,69372.0
2521,1971,35178.0
4301,1971,35178.0
7381,1968,75693.0
2407,1982,69109.0
9064,1982,69109.0
5067,1994,80134.0
10281,1970,64713.0
11191,1986,41411.0
1994,1983,
2552,1955,55521.0
6720,1968,43795.0
4557,1970,22070.0
1183,1949,36408.0
4186,1950,34026.0
1419,1950,34026.0
967,1976,46049.0
1048,1972,35641.0
9262,1984,32414.0
3427,1955,59821.0
5892,1980,34968.0
8911,1967,56320.0
6606,1969,70091.0
2677,1956,46097.0
252,1963,41003.0
9860,1959,44911.0
1388,1975,33249.0
979,1975,33249.0
7494,1950,42873.0
10490,1969,51039.0
3403,1958,78952.0
2715,1966,29435.0
4828,1954,79865.0
92,1988,34176.0
3312,1988,34176.0
11176,1970,65968.0
1446,1956,86424.0
9699,1966,67272.0
9790,1957,78499.0
2324,1972,77044.0
5080,1993,70515.0
4992,1975,17459.0
7849,1970,80336.0
4808,1956,15759.0
10401,1976,26326.0
7793,1976,62061.0
9303,1976,5305.0
6853,1982,75777.0
7366,1982,75777.0
9780,1971,71499.0
7573,1978,31626.0
1379,1992,42670.0
8923,1973,83917.0
3547,1969,41021.0
8707,1956,79456.0
1891,1980,78789.0
6271,1952,50870.0
9635,1983,35876.0
9727,1957,23539.0
6205,1967,32557.0
10681,1970,62466.0
5156,1970,62466.0
3050,1966,54198.0
8164,1978,82170.0
5626,1964,61798.0
7600,1992,15253.0
6406,1988,78285.0
7002,1955,62535.0
8234,1973,27190.0
6116,1968,48985.0
291,1970,72940.0
8779,1985,36145.0
4931,1977,157146.0
1650,1960,81843.0
9701,1988,41883.0
6431,1964,45759.0
10789,1964,45759.0
5302,1986,78394.0
4459,1989,30279.0
10642,1989,30279.0
9213,1970,31880.0
3678,1973,60208.0
3698,1983,78687.0
5929,1973,37401.0
10795,1973,37401.0
4390,1954,75315.0
9362,1965,69263.0
1577,1946,78569.0
4609,1966,57705.0
7143,1955,74805.0
1729,1961,66426.0
10664,1949,51529.0
5029,1946,18100.0
10507,1977,59601.0
3865,1977,20981.0
6982,1976,74068.0
7042,1983,36790.0
9668,1971,18793.0
6878,1954,27421.0
4099,1972,30675.0
5031,1974,83145.0
1970,1968,34053.0
5726,1983,31788.0
5231,1974,45894.0
1307,1978,41986.0
10609,1962,42769.0
5782,1982,58582.0
7533,1964,49096.0
9493,1980,76412.0
2253,1990,18929.0
2326,1990,18929.0
1876,1990,18929.0
7141,1986,21888.0
7393,1978,41580.0
4713,1979,31605.0
5093,1974,25509.0
8524,1974,25509.0
3766,1959,33051.0
9725,1966,28764.0
8933,1983,32146.0
10779,1983,22148.0
9289,1979,36781.0
2613,1960,54197.0
10133,1970,93790.0
8443,1972,24762.0
10796,1984,30477.0
10241,1975,11448.0
3388,1967,70844.0
6507,1980,30828.0
7446,1967,62513.0
87,1981,27733.0
10477,1973,39435.0
6072,1970,75345.0
2518,1986,20491.0
247,1971,36715.0
9463,1959,71706.0
1459,1966,69063.0
9530,1988,24645.0
9653,1975,35797.0
10785,1969,44078.0
9392,1971,26954.0
3769,1972,
10146,1972,38887.0
4741,1974,65463.0
1880,1959,53537.0
6471,1971,36230.0
5718,1950,80763.0
3478,1971,60585.0
7848,1974,49166.0
7999,1955,75261.0
11101,1991,89891.0
9212,1962,72828.0
10983,1952,75278.0
3629,1978,38557.0
4673,1963,81300.0
796,1965,60161.0
618,1977,69389.0
380,1954,64497.0
1092,1980,61014.0
8962,1975,44319.0
8207,1957,53233.0
6521,1954,77972.0
535,1987,81361.0
4608,1987,81361.0
11086,1984,25707.0
1064,1971,42403.0
7000,1972,65704.0
1581,1980,37406.0
7384,1951,39767.0
10552,1979,54210.0
6409,1967,57136.0
9507,1975,40794.0
9560,1965,83003.0
10991,1960,89058.0
4712,1991,20193.0
11056,1974,72099.0
7414,1971,43824.0
3076,1975,66653.0
6355,1978,44359.0
7959,1961,79410.0
5512,1977,55842.0
10102,1966,79946.0
9369,1979,88194.0
3711,1944,80184.0
6931,1967,76982.0
9596,1980,65295.0
2727,1973,57100.0
8416,1981,29009.0
3967,1971,78931.0
2139,1975,7500.0
2162,1976,56939.0
9242,1990,64509.0
10595,1990,30093.0
4855,1974,30351.0
5049,1974,30351.0
4967,1960,38201.0
5255,1986,
9215,1980,43974.0
3525,1970,38200.0
3619,1960,87305.0
4415,1961,16860.0
3645,1972,27213.0
4692,1976,7500.0
3955,1965,4861.0
5313,1971,38196.0
7196,1950,41145.0
1381,1982,38513.0
10951,1968,45688.0
4322,1958,77863.0
7444,1969,42169.0
2942,1964,45906.0
2874,1988,35388.0
3667,1969,80952.0
3697,1954,39898.0
9955,1954,39898.0
5320,1973,44051.0
6422,1954,86718.0
3690,1986,80141.0
2408,1976,58597.0
9260,1945,70356.0
9648,1967,46904.0
4939,1946,37760.0
8652,1946,37760.0
4702,1964,61839.0
2587,1972,29791.0
2811,1963,48918.0
9150,1963,48918.0
10127,1965,58692.0
5493,1976,39356.0
2666,1972,76234.0
10099,1984,55434.0
10562,1946,66835.0
7881,1946,66835.0
6721,1951,71965.0
5204,1971,74538.0
5209,1954,50002.0
10128,1958,53977.0
9284,1958,53977.0
8643,1971,69930.0
1685,1967,62981.0
2877,1974,46014.0
8369,1987,18227.0
6233,1976,65991.0
195,1972,38808.0
1501,1982,160803.0
10846,1978,43783.0
8341,1969,30396.0
10766,1964,65526.0
9971,1964,65526.0
1740,1944,55956.0
8737,1978,55563.0
6466,1965,57236.0
10430,1973,89694.0
8773,1971,57420.0
2371,1972,33622.0
7786,1986,29999.0
4088,1962,31497.0
4971,1962,31497.0
10560,1980,36802.0
6892,1968,61671.0
11004,1893,60182.0
1818,1971,29732.0
9485,1986,45921.0
6646,1984,16529.0
4248,1960,98777.0
7451,1960,98777.0
7861,1952,77027.0
5232,1965,69139.0
3011,1965,69139.0
5758,1982,65169.0
2173,1952,40049.0
10711,1945,69755.0
8268,1961,
2782,1961,54456.0
9432,1977,666666.0
5872,1951,60689.0
11187,1978,26487.0
2428,1970,28164.0
1726,1970,22585.0
1802,1971,64795.0
1162,1987,42000.0
10643,1987,42000.0
11112,1966,70713.0
2114,1946,82800.0
4261,1946,82800.0
2457,1975,30801.0
2495,1974,83891.0
6983,1950,38054.0
3436,1969,14045.0
7505,1957,44155.0
4286,1970,57642.0
7224,1977,31353.0
6215,1977,31353.0
968,1968,41335.0
4096,1968,41335.0
3153,1957,40737.0
6504,1975,19789.0
5329,1949,35946.0
1175,1983,36262.0
1377,1954,44551.0
4607,1959,71367.0
4944,1959,71367.0
9483,1959,57957.0
1378,1972,50334.0
5991,1949,48150.0
2807,1969,56796.0
1052,1969,56796.0
9760,1963,52278.0
7101,1963,52278.0
9909,1996,7500.0
5907,1952,33444.0
793,1973,20895.0
8832,1976,37509.0
2535,1978,88097.0
1523,1973,59041.0
1839,1974,43322.0
9972,1955,46015.0
2945,1955,46015.0
9291,1959,34242.0
2829,1955,65210.0
8594,1958,50520.0
1592,1970,90765.0
4310,1944,80589.0
6950,1958,49572.0
8492,1978,75437.0
5684,1971,44635.0
5909,1964,58512.0
9855,1952,62000.0
975,1956,54252.0
8754,1974,45068.0
1456,1979,60474.0
2849,1979,60474.0
9984,1981,56337.0
5527,1987,22434.0
5628,1982,61416.0
7627,1975,92163.0
1351,1956,58656.0
10629,1973,
10395,1986,8940.0
6961,1974,26751.0
10196,1978,71427.0
6182,1984,26646.0
10432,1974,19346.0
1542,1975,56243.0
4220,1970,59892.0
4141,1965,71613.0
1940,1986,25252.0
1506,1975,42160.0
6347,1979,15862.0
1361,1974,82584.0
9422,1989,38360.0
1081,1957,75283.0
7458,1956,34941.0
1012,1952,61823.0
5453,1956,90226.0
6818,1974,44989.0
7807,1974,44989.0
7532,1980,43586.0
8346,1974,32233.0
5564,1969,62882.0
3267,1963,57288.0
3091,1981,75774.0
762,1981,75774.0
8029,1988,90247.0
4376,1960,32218.0
10981,1988,84219.0
486,1988,84219.0
1158,1966,48877.0
9119,1950,60905.0
6694,1964,75236.0
10573,1953,62551.0
10140,1983,70123.0
2286,1962,50785.0
8420,1970,15315.0
10065,1970,15315.0
1029,1970,64413.0
4207,1981,87171.0
10277,1961,30081.0
4436,1976,20180.0
2929,1976,20180.0
6281,1966,55686.0
10390,1959,26887.0
2574,1977,61996.0
709,1952,51537.0
5955,1962,72025.0
8486,1971,30538.0
10343,1991,61618.0
6652,1965,77343.0
8746,1989,75433.0
4686,1962,82571.0
3551,1954,60033.0
4338,1983,39062.0
4444,1972,30023.0
498,1970,30015.0
8230,1980,33228.0
2826,1967,22574.0
6222,1967,22574.0
7352,1957,55267.0
10928,1958,66886.0
10736,1971,72258.0
10163,1984,82733.0
6168,1963,45146.0
4656,1990,51250.0
626,1951,32871.0
3870,1978,63855.0
6299,1968,42564.0
7798,1972,46344.0
9973,1963,50437.0
4299,1960,70971.0
10971,1977,37774.0
9931,1963,4023.0
6679,1966,33279.0
5961,1978,42693.0
6255,1952,70545.0
8614,1957,65486.0
7828,1981,77882.0
1277,1960,78468.0
3595,1963,77226.0
5735,1991,90638.0
5350,1991,90638.0
4137,1948,70666.0
6357,1959,59052.0
9316,1952,13084.0
3578,1949,49160.0
153,1953,23272.0
10524,1963,49476.0
1518,1965,62694.0
2036,1973,57906.0
9495,1982,71853.0
2631,1982,71853.0
6312,1959,65031.0
615,1960,30507.0
4406,1970,67419.0
10061,1950,59462.0
10619,1994,95529.0
4945,1953,53653.0
1777,1980,25965.0
4023,1970,22979.0
7922,1951,64950.0
10699,1985,44322.0
7516,1983,30096.0
3129,1983,30096.0
5121,1977,56628.0
2186,1977,82326.0
10548,1995,71163.0
6384,1978,71022.0
2625,1954,42607.0
1676,1975,43057.0
5534,1975,47808.0
6859,1987,29236.0
271,1969,40590.0
7699,1969,40590.0
7832,1959,77520.0
938,1981,40211.0
7873,1973,63516.0
9967,1974,53034.0
1087,1975,22669.0
8314,1982,79908.0
3762,1986,69867.0
10383,1966,70287.0
6798,1966,37070.0
4168,1966,37070.0
6690,1966,38179.0
10602,1983,39922.0
3220,1983,39922.0
5424,1983,39922.0
7488,1963,64191.0
5289,1975,41658.0
347,1976,40780.0
5236,1979,77568.0
9478,1985,66503.0
477,1986,83512.0
7411,1964,31686.0
3107,1976,71322.0
7437,1988,27938.0
255,1951,22263.0
3790,1956,34633.0
749,1981,42162.0
1503,1976,162397.0
8650,1978,54162.0
607,1955,41769.0
1008,1981,44953.0
9396,1978,37717.0
933,1978,37717.0
5710,1970,40548.0
2882,1975,67893.0
2379,1953,69267.0
5342,1976,9548.0
3262,1958,68281.0
5832,1960,92556.0
5025,1979,48526.0
569,1991,90273.0
3102,1981,19414.0
9449,1958,79761.0
8104,1951,53312.0
75,1982,41039.0
6421,1961,88347.0
3037,1983,50150.0
4698,1983,50150.0
948,1971,10245.0
6177,1985,33454.0
3517,1952,40887.0
3491,1975,55914.0
7610,1983,37292.0
4377,1971,52914.0
9850,1972,24884.0
5544,1970,67384.0
6497,1960,51651.0
4543,1980,82497.0
5117,1963,32632.0
1448,1963,33562.0
6887,1967,79146.0
7500,1967,79146.0
2724,1981,36143.0
2256,1973,27159.0
1100,1960,41275.0
7725,1965,76800.0
2612,1987,75794.0
113,1951,30833.0
2868,1949,26518.0
4216,1981,91065.0
199,1962,45183.0
359,1950,48070.0
8842,1971,30372.0
2154,1971,30372.0
6050,1975,57036.0
9204,1970,66731.0
4472,1970,35682.0
6864,1989,10979.0
10617,1989,10979.0
3924,1965,57912.0
5654,1972,36026.0
9216,1971,35788.0
8086,1959,42243.0
9097,1956,46086.0
7631,1978,61346.0
7275,1971,33316.0
8334,1971,33316.0
1987,1987,21063.0
2281,1970,33697.0
7034,1978,25804.0
2797,1977,72117.0
3934,1966,61286.0
2493,1966,61286.0
3759,1958,65196.0
965,1971,55635.0
7378,1981,42021.0
1859,1972,75251.0
6263,1968,35322.0
2072,1969,53374.0
8908,1959,87195.0
738,1981,42395.0
10129,1966,82427.0
807,1969,44602.0
3334,1951,94642.0
5423,1983,28359.0
4426,1975,55801.0
10489,1973,92955.0
2570,1968,56534.0
3834,1962,69627.0
590,1970,78579.0
4791,1980,44964.0
5304,1974,30899.0
2426,1964,78825.0
35,1987,25545.0
8041,1971,47111.0
3584,1955,49667.0
7718,1947,66000.0
8605,1964,46910.0
1646,1972,25224.0
9206,1968,77382.0
10757,1967,28420.0
6885,1977,32952.0
907,1975,46149.0
1150,1899,83532.0
3867,1947,73059.0
3859,1947,73059.0
3265,1959,35701.0
4418,1983,89616.0
4611,1970,105471.0
4530,1948,78427.0
7736,1986,22518.0
9949,1976,59809.0
942,1982,39660.0
6181,1950,52203.0
7660,1973,35860.0
2055,1973,35860.0
5107,1973,35860.0
1626,1973,35860.0
6428,1950,76842.0
9617,1951,15033.0
4339,1970,67353.0
7235,1975,17003.0
8527,1965,65735.0
1968,1971,45684.0
9862,1969,21918.0
11075,1978,51267.0
6658,1972,59868.0
4552,1991,51373.0
10377,1958,46692.0
5336,1971,157733.0
10350,1950,54432.0
11071,1984,79607.0
11100,1972,51813.0
6516,1989,17487.0
1734,1968,40706.0
2131,1959,62859.0
6439,1958,61074.0
10591,1969,43638.0
9797,1956,58116.0
9336,1969,62187.0
2174,1954,46344.0
3197,1980,77353.0
9185,1966,69759.0
905,1986,21846.0
10858,1975,76532.0
8925,1965,70053.0
2499,1958,75342.0
1109,1982,27590.0
326,1973,51148.0
10967,1963,33378.0
5370,1973,32644.0
2098,1969,33581.0
1773,1978,12393.0
5036,1984,42710.0
4856,1957,82347.0
8722,1957,82347.0
2156,1955,22554.0
2569,1987,17323.0
10151,1960,62204.0
10473,1956,78028.0
7079,1962,63887.0
6875,1965,32727.0
6728,1985,29103.0
2471,1965,61482.0
49,1970,20587.0
4973,1970,20587.0
6387,1976,52190.0
5866,1974,48186.0
8523,1968,19329.0
7901,1971,34109.0
898,1986,23477.0
10242,1966,47472.0
5835,1976,14849.0
6919,1978,26224.0
6197,1962,27238.0
10475,1970,
4201,1962,57967.0
5092,1949,51569.0
6566,1954,72550.0
6613,1970,44511.0
9094,1955,62972.0
9847,1955,62972.0
10767,1989,77845.0
7943,1975,36663.0
1055,1976,53204.0
1458,1982,21059.0
8402,1953,67087.0
6246,1953,73892.0
4654,1992,75114.0
6103,1948,42192.0
8147,1960,31454.0
10207,1978,22775.0
4838,1978,22775.0
10219,1972,31590.0
2176,1972,80134.0
9121,1972,80134.0
5802,1972,14188.0
10790,1985,18169.0
178,1956,62503.0
2308,1954,46734.0
7431,1991,68126.0
9405,1954,52869.0
10525,1986,26576.0
7503,1976,75825.0
8783,1950,57045.0
1403,1975,34984.0
4643,1973,27803.0
3463,1975,69283.0
4055,1992,18746.0
7010,1965,70924.0
4767,1965,70924.0
1927,1973,69401.0
437,1976,75012.0
4331,1978,85738.0
4084,1975,60934.0
8135,1986,27161.0
9750,1961,64325.0
6682,1973,18978.0
10581,1977,41124.0
3710,1984,39684.0
5207,1963,53378.0
9360,1982,37040.0
4679,1977,78710.0
1340,1986,92910.0
10839,1976,36283.0
5303,1974,79632.0
9829,1978,28587.0
10469,1981,88325.0
3602,1958,51412.0
4756,1952,63998.0
8181,1978,38593.0
6958,1977,27889.0
10856,1980,45889.0
3321,1967,56575.0
5394,1979,16014.0
433,1958,61331.0
6320,1976,70893.0
5376,1979,2447.0
1867,1957,64849.0
4324,1989,42387.0
3661,1995,80617.0
521,1985,54006.0
10403,1978,16531.0
7186,1966,30843.0
4329,1984,18988.0
4394,1965,81051.0
1717,1988,39747.0
1016,1959,34554.0
3783,1959,52854.0
5848,1970,81205.0
10727,1970,69084.0
5299,1970,69084.0
6872,1974,65352.0
1143,1972,22063.0
10381,1979,47691.0
11007,1968,29187.0
9145,1972,72504.0
5267,1970,33986.0
9738,1986,42386.0
10212,1986,42386.0
10010,1953,36957.0
10069,1988,13724.0
2694,1967,42664.0
10613,1958,37334.0
4646,1951,78497.0
6935,1951,78497.0
5596,1956,58821.0
1044,1953,58398.0
9274,1961,80950.0
9076,1980,30732.0
4947,1966,89572.0
10176,1968,57107.0
3507,1970,76467.0
9235,1957,
10341,1948,51315.0
2639,1966,43602.0
6201,1978,38643.0
7397,1951,49090.0
2181,1970,70617.0
1204,1970,67536.0
1170,1975,27573.0
8812,1979,13533.0
4690,1953,50725.0
1715,1978,25851.0
10821,1978,57113.0
6543,1945,62847.0
7119,1982,68627.0
3518,1983,25271.0
1245,1966,63810.0
2561,1966,63810.0
9624,1958,65488.0
10509,1955,36927.0
7629,1977,22108.0
7875,1949,72025.0
2815,1975,33183.0
2936,1982,23661.0
3665,1977,25315.0
10888,1961,45938.0
6637,1988,66951.0
5077,1979,77298.0
6173,1979,77298.0
3969,1974,43018.0
4580,1969,75759.0
663,1989,33996.0
8299,1989,33996.0
8945,1970,54137.0
10870,1967,61223.0
1184,1968,69674.0
6141,1972,49494.0
8825,1962,51195.0
2217,1975,37284.0
4102,1975,37284.0
4653,1978,42011.0
10092,1954,70044.0
5788,1972,46053.0
4669,1981,24480.0
6295,1977,54233.0
7453,1954,36130.0
10841,1975,56559.0
821,1992,92859.0
3933,1980,44010.0
1225,1963,80124.0
7059,1963,80124.0
5633,1980,50183.0
843,1971,64722.0
6211,1976,37395.0
7007,1968,29543.0
9671,1968,19514.0
8975,1968,19514.0
6616,1975,59481.0
6248,1947,91712.0
7428,1975,80144.0
3075,1972,59973.0
2937,1974,68352.0
203,1975,81169.0
2021,1975,61456.0
880,1966,22634.0
524,1966,22634.0
10837,1975,23957.0
7011,1973,33471.0
4184,1950,52157.0
7679,1985,30298.0
7485,1950,56551.0
7530,1950,56551.0
4369,1957,65487.0
10652,1957,65487.0
286,1952,44213.0
5922,1974,40344.0
7250,1978,57867.0
2478,1973,25410.0
1160,1970,13260.0
9214,1991,42691.0
273,1970,36138.0
851,1972,57136.0
9729,1955,58275.0
9665,1957,54237.0
2620,1974,34596.0
8254,1974,34596.0
3852,1961,74881.0
1000,1961,74881.0
3099,1970,44267.0
6318,1988,68487.0
5396,1988,68487.0
7966,1959,80982.0
454,1980,69508.0
309,1961,63342.0
3571,1961,63342.0
8395,1961,82014.0
2591,1959,76320.0
1640,1954,64587.0
810,1975,74190.0
9423,1979,32765.0
4345,1964,
89,1975,22212.0
5294,1989,18358.0
1321,1974,26067.0
2686,1969,22390.0
1215,1978,70440.0
9283,1978,60199.0
3120,1981,38547.0
5868,1980,19107.0
8143,1985,37929.0
3479,1950,16813.0
7214,1957,62187.0
5543,1966,57811.0
9347,1956,50943.0
10160,1956,50943.0
1406,1975,53201.0
7019,1963,54414.0
2157,1972,26290.0
8939,1959,61250.0
10250,1947,28389.0
1272,1965,55250.0
3007,1966,37758.0
5513,1966,37758.0
679,1957,37633.0
8876,1963,33629.0
10827,1967,36947.0
7300,1952,69142.0
4268,1959,53154.0
4603,1960,65695.0
8659,1952,69805.0
10708,1978,36975.0
1176,1973,26228.0
10380,1972,37787.0
7037,1974,37087.0
11096,1952,57247.0
6374,1954,36930.0
5552,1963,48721.0
2245,1969,43641.0
6200,1951,75903.0
9904,1956,71391.0
10031,1976,16927.0
6642,1961,27215.0
10882,1976,53858.0
5636,1963,30983.0
8692,1952,43462.0
8091,1956,63943.0
8080,1986,26816.0
8370,1976,75484.0
4550,1966,33564.0
3381,1953,54348.0
10556,1959,54984.0
9467,1984,34738.0
2891,1963,68118.0
5011,1963,68118.0
8140,1973,22682.0
11039,1975,51948.0
78,1969,25293.0
5517,1969,25293.0
5290,1964,41551.0
4128,1962,56067.0
8534,1952,67433.0
9592,1983,22010.0
8957,1952,64831.0
9308,1954,62820.0
544,1954,62820.0
5989,1959,78353.0
635,1966,57183.0
6673,1965,23478.0
1710,1978,30168.0
523,1989,37155.0
8977,1985,16581.0
9736,1980,41850.0
1544,1967,81380.0
6575,1981,56386.0
6147,1971,25818.0
6354,1984,15345.0
4769,1977,57954.0
7540,1952,50300.0
5247,1955,38725.0
5987,1989,10404.0
9960,1991,26868.0
10972,1949,72298.0
1399,1958,72905.0
2698,1976,47025.0
6340,1985,29938.0
4107,1948,46681.0
10906,1948,46681.0
2557,1970,29548.0
8786,1956,62058.0
7187,1969,
6119,1963,36736.0
2980,1952,8820.0
3850,1963,14918.0
1077,1974,56715.0
9733,1978,24882.0
8462,1978,24882.0
4764,1952,40442.0
2223,1965,64176.0
7788,1983,23536.0
5827,1958,35246.0
2958,1978,28442.0
4954,1956,48195.0
3139,1982,74116.0
9952,1947,78093.0
8180,1952,59354.0
3276,1976,36301.0
4994,1943,77598.0
3598,1972,62710.0
945,1965,36317.0
5048,1971,42767.0
6214,1982,43815.0
6230,1971,44421.0
2968,1943,48948.0
8800,1943,48948.0
1907,1950,63120.0
10478,1950,55517.0
4188,1957,36864.0
8720,1978,
2225,1977,82582.0
4790,1958,79803.0
1131,1967,52569.0
202,1948,82032.0
9589,1948,82032.0
3900,1972,65685.0
9958,1972,65685.0
8955,1957,40451.0
10033,1973,31163.0
5751,1973,31163.0
3308,1952,35704.0
7297,1973,7500.0
8008,1983,36075.0
1232,1982,70038.0
2345,1982,70038.0
1628,1971,71796.0
5081,1967,47821.0
839,1975,45503.0
3706,1978,28647.0
5154,1972,37760.0
8584,1952,85431.0
6583,1955,72635.0
3433,1955,72635.0
10486,1948,77142.0
8687,1978,53172.0
7842,1968,36065.0
3749,1973,73926.0
1331,1977,35790.0
5995,1962,39552.0
8985,1964,68316.0
2798,1977,102160.0
7108,1965,51390.0
2781,1981,72066.0
3623,1976,21675.0
194,1965,48006.0
10833,1975,65106.0
2315,1960,58401.0
6336,1960,29315.0
10738,1951,49389.0
8286,1965,51717.0
2166,1960,46779.0
10691,1960,28520.0
9739,1963,34377.0
1829,1961,54959.0
6260,1955,82384.0
10448,1956,46998.0
1343,1968,58554.0
4749,1968,58554.0
531,1954,57333.0
6905,1994,80685.0
1045,1965,52117.0
4012,1972,62220.0
5529,1946,64014.0
4001,1946,64014.0
10420,1955,46390.0
7723,1979,75507.0
2963,1979,75507.0
10634,1951,59412.0
5180,1968,50616.0
6866,1969,35924.0
1328,1982,57937.0
1139,1984,73356.0
4961,1974,21255.0
5177,1974,58494.0
2075,1969,72460.0
3428,1991,68682.0
4500,1991,68682.0
7369,1981,36959.0
4381,1971,46463.0
